"","Food code","Main food description","WWEIA Category code","WWEIA Category description","Energy (kcal)","Protein (g)","Carbohydrate (g)","Sugars, total (g)","Fiber, total dietary (g)","Total Fat (g)","Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)","Cholesterol (mg)","Retinol (mcg)","Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)","Lycopene (mcg)","Lutein + zeaxanthin (mcg)","Thiamin (mg)","Riboflavin (mg)","Niacin (mg)","Vitamin B-6 (mg)","Folic acid (mcg)","Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)","Vitamin B-12 (mcg)","Vitamin B-12, added (mcg)","Vitamin C (mg)","Vitamin D (D2 + D3) (mcg)","Vitamin E (alpha-tocopherol) (mg)","Vitamin E, added (mg)","Vitamin K (phylloquinone) (mcg)","Calcium (mg)","Phosphorus (mg)","Magnesium (mg)","Iron (mg)","Zinc (mg)","Copper (mg)","Selenium (mcg)","Potassium (mg)","Sodium (mg)","Caffeine (mg)","Theobromine (mg)","Alcohol (g)","4:0    (g)","6:0    (g)","8:0    (g)","10:0    (g)","12:0    (g)","14:0    (g)","16:0    (g)","18:0    (g)","16:1        (g)","18:1    (g)","20:1    (g)","22:1    (g)","18:2    (g)","18:3    (g)","18:4    (g)","20:4    (g)","20:5 n-3 (g)","22:5 n-3 (g)","22:6 n-3 (g)","Water (g)","Group"
"3927",75233012,"Squash, summer, yellow or green, cooked, from frozen, fat not added in cooking",6420,"Other vegetables and combinations",21,1.2,4.45,1.98,1.3,0.16,0.033,0.012,0.067,0,0,9,0,112,0,0,1184,0.039,0.043,0.409,0.07,0,10,10,10,9.5,0,0,5.1,0,0.13,0,4.7,18,32,19,0.5,0.26,0.059,0.2,220,189,0,0,0,0,0,0,0,0.001,0,0.029,0.003,0.001,0.011,0,0,0.025,0.042,0,0,0,0,0,93.14,"Vegetables"
"3928",75233013,"Squash, summer, yellow or green, cooked, from canned, fat not added in cooking",6420,"Other vegetables and combinations",13,0.61,2.95,1.18,1.4,0.07,0.015,0.005,0.031,0,0,5,0,61,0,0,197,0.015,0.027,0.416,0.042,0,9,9,9,4.9,0,0,2.4,0,0.12,0,2.8,12,21,13,0.71,0.29,0.08,0.2,96,184,0,0,0,0,0,0,0,0,0,0.013,0.001,0,0.005,0,0,0.011,0.019,0,0,0,0,0,95.6,"Vegetables"
"3929",75233020,"Squash, summer, yellow or green, cooked, NS as to form, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",34,1.19,4.36,1.93,1.3,1.76,0.821,0.462,0.34,3,16,26,0,117,0,0,1158,0.038,0.043,0.401,0.101,0,10,10,10,9.6,0,0,5,0,0.35,0,5.6,19,32,19,0.49,0.26,0.058,0.3,216,200,0,0,0,0.043,0.027,0.016,0.034,0.037,0.101,0.373,0.178,0.014,0.445,0.003,0,0.271,0.069,0,0,0,0,0,91.62,"Vegetables"
"3930",75233021,"Squash, summer, yellow or green, cooked, from fresh, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",36,0.9,4.19,2.51,1.4,2.15,0.97,0.54,0.443,3,18,29,0,132,0,0,2180,0.043,0.041,0.498,0.101,0,19,19,19,8,0,0,5.3,0,0.39,0,4.5,27,38,23,0.35,0.38,0.1,0.2,187,226,0,0,0,0.049,0.031,0.018,0.039,0.043,0.116,0.451,0.207,0.016,0.519,0.004,0,0.331,0.112,0,0,0,0,0,91.44,"Vegetables"
"3931",75233022,"Squash, summer, yellow or green, cooked, from frozen, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",34,1.19,4.36,1.93,1.3,1.76,0.821,0.462,0.34,3,16,26,0,117,0,0,1158,0.038,0.043,0.401,0.101,0,10,10,10,9.6,0,0,5,0,0.35,0,5.6,19,32,19,0.49,0.26,0.058,0.3,216,200,0,0,0,0.043,0.027,0.016,0.034,0.037,0.101,0.373,0.178,0.014,0.445,0.003,0,0.271,0.069,0,0,0,0,0,91.62,"Vegetables"
"3932",75233023,"Squash, summer, yellow or green, cooked, from canned, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",26,0.61,2.89,1.16,1.4,1.62,0.775,0.439,0.295,3,15,21,0,67,0,0,193,0.015,0.027,0.408,0.073,0,9,9,9,5.1,0,0,2.4,0,0.33,0,3.7,12,21,13,0.69,0.28,0.078,0.2,94,194,0,0,0,0.041,0.026,0.015,0.033,0.035,0.097,0.345,0.17,0.013,0.423,0.003,0,0.248,0.046,0,0,0,0,0,94.08,"Vegetables"
"3933",75233024,"Squash, summer, yellow or green, cooked, NS as to form, made with oil",6420,"Other vegetables and combinations",39,1.18,4.36,1.93,1.3,2.28,0.323,0.903,0.942,0,0,9,0,110,0,0,1159,0.038,0.042,0.4,0.068,0,10,10,10,9.3,0,0,5,0,0.38,0,7.1,18,32,19,0.49,0.26,0.058,0.2,216,185,0,0,0,0,0,0,0,0.001,0,0.236,0.072,0.009,0.885,0.009,0,0.793,0.149,0,0,0,0,0,91.16,"Vegetables"
"3934",75233025,"Squash, summer, yellow or green, cooked, NS as to form, made with butter",6420,"Other vegetables and combinations",36,1.2,4.36,1.93,1.3,1.95,1.169,0.477,0.133,5,15,24,0,113,0,0,1158,0.038,0.043,0.401,0.068,0,10,10,10,9.7,0,0,5,0,0.18,0,4.8,19,32,19,0.49,0.26,0.058,0.3,216,199,0,0,0,0.071,0.044,0.026,0.056,0.058,0.165,0.508,0.225,0.022,0.453,0.002,0,0.085,0.048,0,0,0,0,0,91.43,"Vegetables"
"3935",75233026,"Squash, summer, yellow or green, cooked, NS as to form, made with margarine",6420,"Other vegetables and combinations",32,1.18,4.37,1.93,1.3,1.49,0.302,0.444,0.657,0,17,27,0,123,0,0,1158,0.038,0.043,0.4,0.152,0,10,10,10,9.5,0,0,5,0.1,0.6,0,6.9,18,32,19,0.49,0.26,0.058,0.2,216,200,0,0,0,0,0,0,0.002,0.005,0.004,0.17,0.11,0.002,0.437,0.004,0,0.555,0.101,0,0,0,0,0,91.9,"Vegetables"
"3936",75233027,"Squash, summer, yellow or green, cooked, from fresh, made with oil",6420,"Other vegetables and combinations",41,0.88,4.18,2.51,1.4,2.75,0.397,1.048,1.135,0,0,11,0,123,0,0,2182,0.043,0.04,0.498,0.063,0,19,19,19,7.7,0,0,5.3,0,0.42,0,6.3,26,38,23,0.36,0.38,0.1,0.2,186,210,0,0,0,0,0,0,0,0.001,0.001,0.293,0.084,0.01,1.026,0.01,0,0.932,0.204,0,0,0,0,0,90.9,"Vegetables"
"3937",75233028,"Squash, summer, yellow or green, cooked, from fresh, made with butter",6420,"Other vegetables and combinations",38,0.9,4.18,2.51,1.4,2.37,1.37,0.558,0.204,5,17,28,0,127,0,0,2180,0.043,0.041,0.498,0.063,0,19,19,19,8.1,0,0,5.3,0,0.2,0,3.6,27,38,23,0.35,0.38,0.1,0.2,187,226,0,0,0,0.082,0.051,0.03,0.064,0.067,0.19,0.607,0.26,0.025,0.529,0.003,0,0.117,0.087,0,0,0,0,0,91.22,"Vegetables"
"3938",75233029,"Squash, summer, yellow or green, cooked, from fresh, made with margarine",6420,"Other vegetables and combinations",33,0.89,4.2,2.51,1.4,1.84,0.372,0.519,0.807,0,20,32,0,139,0,0,2179,0.043,0.04,0.497,0.159,0,19,19,19,7.9,0,0,5.3,0.1,0.68,0,6,27,38,23,0.35,0.38,0.1,0.2,187,227,0,0,0,0,0,0,0.002,0.006,0.005,0.218,0.128,0.002,0.51,0.005,0,0.657,0.149,0,0,0,0,0,91.76,"Vegetables"
"3939",75233030,"Squash, summer, yellow or green, cooked, from frozen, made with oil",6420,"Other vegetables and combinations",45,1.24,5.38,2.26,1.4,2.49,0.353,0.978,1.027,0,0,10,0,117,0,0,377,0.033,0.046,0.428,0.096,0,12,12,12,9.4,0,0,5.9,0,0.42,0,8,20,40,26,0.51,0.33,0.071,0.3,246,202,0,0,0,0,0,0,0,0.001,0.001,0.258,0.078,0.009,0.958,0.009,0,0.861,0.166,0,0,0,0,0,89.65,"Vegetables"
"3940",75233031,"Squash, summer, yellow or green, cooked, from frozen, made with butter",6420,"Other vegetables and combinations",41,1.26,5.38,2.26,1.4,2.13,1.267,0.517,0.152,5,16,26,0,120,0,0,377,0.033,0.046,0.428,0.096,0,12,12,12,9.9,0,0,5.9,0,0.2,0,5.4,20,40,26,0.51,0.33,0.071,0.3,246,217,0,0,0,0.077,0.048,0.028,0.06,0.063,0.179,0.553,0.243,0.024,0.491,0.002,0,0.095,0.057,0,0,0,0,0,89.95,"Vegetables"
"3941",75233032,"Squash, summer, yellow or green, cooked, from frozen, made with margarine",6420,"Other vegetables and combinations",37,1.25,5.4,2.26,1.4,1.64,0.33,0.481,0.718,0,19,29,0,131,0,0,377,0.033,0.046,0.428,0.187,0,12,12,12,9.7,0,0,5.9,0.1,0.66,0,7.7,20,40,26,0.51,0.33,0.071,0.3,246,218,0,0,0,0,0,0,0.002,0.006,0.005,0.187,0.119,0.002,0.474,0.005,0,0.603,0.115,0,0,0,0,0,90.46,"Vegetables"
"3942",75233033,"Squash, summer, yellow or green, cooked, from canned, made with oil",6420,"Other vegetables and combinations",31,0.6,2.89,1.16,1.4,2.12,0.295,0.864,0.875,0,0,5,0,59,0,0,193,0.015,0.026,0.408,0.041,0,9,9,9,4.8,0,0,2.4,0,0.36,0,5.1,12,20,13,0.7,0.28,0.078,0.2,94,180,0,0,0,0,0,0,0,0,0,0.213,0.067,0.007,0.847,0.008,0,0.751,0.122,0,0,0,0,0,93.64,"Vegetables"
"3943",75233034,"Squash, summer, yellow or green, cooked, from canned, made with butter",6420,"Other vegetables and combinations",28,0.61,2.88,1.16,1.4,1.8,1.11,0.453,0.095,5,14,19,0,63,0,0,193,0.015,0.027,0.408,0.041,0,9,9,9,5.2,0,0,2.4,0,0.17,0,2.9,12,21,13,0.69,0.28,0.078,0.2,94,193,0,0,0,0.069,0.043,0.025,0.054,0.055,0.159,0.475,0.214,0.02,0.431,0.002,0,0.069,0.025,0,0,0,0,0,93.9,"Vegetables"
"3944",75233035,"Squash, summer, yellow or green, cooked, from canned, made with margarine",6420,"Other vegetables and combinations",24,0.6,2.9,1.16,1.4,1.36,0.275,0.421,0.6,0,17,22,0,73,0,0,193,0.015,0.027,0.407,0.122,0,9,9,9,5,0,0,2.4,0.1,0.57,0,4.9,12,21,13,0.69,0.28,0.078,0.2,94,194,0,0,0,0,0,0,0.002,0.004,0.004,0.149,0.103,0.001,0.415,0.004,0,0.521,0.077,0,0,0,0,0,94.35,"Vegetables"
"3945",75233200,"Squash, spaghetti, cooked, NS as to fat added in cooking",6406,"Other red and orange vegetables",45,0.66,6.27,2.45,1.4,2.4,1.115,0.623,0.489,4,21,28,15,67,0,0,0,0.037,0.022,0.786,0.14,0,8,8,8,7.7,0,0,3.4,0,0.41,0,2.1,21,14,11,0.33,0.2,0.034,0.3,114,77,0,0,0,0.057,0.036,0.021,0.046,0.049,0.135,0.512,0.24,0.019,0.597,0.004,0,0.375,0.113,0,0,0,0,0,90.2,"Vegetables"
"3946",75233210,"Squash, spaghetti, cooked, fat added in cooking, NS as to type of fat",6406,"Other red and orange vegetables",45,0.65,6.24,2.44,1.4,2.39,1.109,0.62,0.487,4,21,28,14,67,0,0,0,0.037,0.022,0.782,0.14,0,8,8,8,7.7,0,0,3.4,0,0.4,0,2.1,21,14,11,0.33,0.2,0.034,0.3,114,278,0,0,0,0.057,0.036,0.021,0.045,0.049,0.134,0.509,0.238,0.019,0.594,0.004,0,0.373,0.113,0,0,0,0,0,89.73,"Vegetables"
"3947",75233220,"Squash, spaghetti, cooked, fat not added in cooking",6406,"Other red and orange vegetables",27,0.66,6.42,2.51,1.4,0.26,0.062,0.022,0.125,0,0,6,15,59,0,0,0,0.038,0.022,0.805,0.098,0,8,8,8,7.5,0,0,3.5,0,0.12,0,0.8,21,14,11,0.34,0.2,0.035,0.3,116,266,0,0,0,0,0,0,0,0.001,0.001,0.053,0.006,0.001,0.018,0,0,0.047,0.078,0,0,0,0,0,91.71,"Vegetables"
"3948",75233221,"Squash, spaghetti, cooked, made with oil",6406,"Other red and orange vegetables",51,0.64,6.24,2.44,1.4,3.08,0.447,1.206,1.287,0,0,6,14,57,0,0,0,0.037,0.021,0.782,0.096,0,8,8,8,7.2,0,0,3.4,0,0.45,0,4.1,20,14,11,0.34,0.19,0.034,0.3,113,259,0,0,0,0,0,0,0,0.001,0.001,0.327,0.096,0.011,1.18,0.011,0,1.067,0.219,0,0,0,0,0,89.12,"Vegetables"
"3949",75233222,"Squash, spaghetti, cooked, made with butter",6406,"Other red and orange vegetables",47,0.66,6.23,2.44,1.4,2.64,1.571,0.64,0.211,6,20,26,14,62,0,0,0,0.037,0.022,0.782,0.096,0,8,8,8,7.8,0,0,3.4,0,0.18,0,1,21,14,11,0.33,0.2,0.034,0.3,114,277,0,0,0,0.095,0.059,0.035,0.074,0.077,0.22,0.689,0.3,0.029,0.605,0.003,0,0.126,0.084,0,0,0,0,0,89.48,"Vegetables"
"3950",75233223,"Squash, spaghetti, cooked, made with margarine",6406,"Other red and orange vegetables",42,0.64,6.25,2.44,1.4,2.03,0.418,0.595,0.907,0,23,30,14,75,0,0,0,0.037,0.022,0.781,0.207,0,8,8,8,7.5,0,0,3.4,0.1,0.74,0,3.8,21,14,11,0.33,0.19,0.034,0.3,114,278,0,0,0,0,0,0,0.002,0.007,0.006,0.24,0.147,0.003,0.583,0.006,0,0.75,0.156,0,0,0,0,0,90.1,"Vegetables"
"3951",75234000,"Turnip, cooked, NS as to form, NS as to fat added in cooking",6420,"Other vegetables and combinations",41,1.49,4.21,2.27,1.9,2.35,1.067,0.61,0.484,4,21,22,0,10,0,0,0,0.034,0.028,0.541,0.109,0,8,8,8,8.8,0,0,3.8,0,0.31,0,1.4,32,26,14,0.95,0.2,0.061,0.6,176,294,0,0,0,0.057,0.035,0.021,0.045,0.048,0.132,0.477,0.233,0.018,0.586,0.004,0,0.352,0.128,0,0,0,0,0,91,"Vegetables"
"3952",75234001,"Turnip, cooked, from fresh, NS as to fat added in cooking",6420,"Other vegetables and combinations",40,0.7,4.89,2.88,1.9,2.2,1.05,0.6,0.404,4,21,22,0,10,0,0,0,0.026,0.023,0.289,0.109,0,9,9,9,8.8,0,0,11.2,0,0.31,0,1.4,33,26,9,0.18,0.12,0.002,0.2,172,274,0,0,0,0.057,0.035,0.021,0.045,0.048,0.132,0.463,0.232,0.017,0.577,0.004,0,0.334,0.068,0,0,0,0,0,91,"Vegetables"
"3953",75234002,"Turnip, cooked, from frozen, NS as to fat added in cooking",6420,"Other vegetables and combinations",41,1.49,4.21,2.27,1.9,2.35,1.067,0.61,0.484,4,21,22,0,10,0,0,0,0.034,0.028,0.541,0.109,0,8,8,8,8.8,0,0,3.8,0,0.31,0,1.4,32,26,14,0.95,0.2,0.061,0.6,176,294,0,0,0,0.057,0.035,0.021,0.045,0.048,0.132,0.477,0.233,0.018,0.586,0.004,0,0.352,0.128,0,0,0,0,0,91,"Vegetables"
"3954",75234003,"Turnip, cooked, from canned, NS as to fat added in cooking",6420,"Other vegetables and combinations",41,1.49,4.21,2.27,1.9,2.35,1.067,0.61,0.484,4,21,22,0,10,0,0,0,0.034,0.028,0.541,0.109,0,8,8,8,8.8,0,0,3.8,0,0.31,0,1.4,32,26,14,0.95,0.2,0.061,0.6,176,294,0,0,0,0.057,0.035,0.021,0.045,0.048,0.132,0.477,0.233,0.018,0.586,0.004,0,0.352,0.128,0,0,0,0,0,91,"Vegetables"
"3955",75234010,"Turnip, cooked, NS as to form, fat not added in cooking",6420,"Other vegetables and combinations",23,1.52,4.32,2.34,2,0.24,0.025,0.015,0.124,0,0,0,0,0,0,0,0,0.035,0.028,0.556,0.067,0,8,8,8,8.6,0,0,3.9,0,0.02,0,0.1,32,26,14,0.98,0.2,0.063,0.6,181,283,0,0,0,0,0,0,0,0,0,0.023,0.002,0.001,0.013,0,0,0.028,0.093,0,0,0,0,0,93,"Vegetables"
"3956",75234011,"Turnip, cooked, from fresh, fat not added in cooking",6420,"Other vegetables and combinations",22,0.7,5.03,2.97,2,0.08,0.008,0.005,0.042,0,0,0,0,0,0,0,0,0.027,0.023,0.297,0.067,0,9,9,9,8.6,0,0,11.5,0,0.02,0,0.1,33,26,9,0.18,0.12,0.002,0.2,176,263,0,0,0,0,0,0,0,0,0,0.008,0.001,0,0.004,0,0,0.009,0.032,0,0,0,0,0,93,"Vegetables"
"3957",75234012,"Turnip, cooked, from frozen, fat not added in cooking",6420,"Other vegetables and combinations",23,1.52,4.32,2.34,2,0.24,0.025,0.015,0.124,0,0,0,0,0,0,0,0,0.035,0.028,0.556,0.067,0,8,8,8,8.6,0,0,3.9,0,0.02,0,0.1,32,26,14,0.98,0.2,0.063,0.6,181,283,0,0,0,0,0,0,0,0,0,0.023,0.002,0.001,0.013,0,0,0.028,0.093,0,0,0,0,0,93,"Vegetables"
"3958",75234013,"Turnip, cooked, from canned, fat not added in cooking",6420,"Other vegetables and combinations",22,0.7,5.03,2.97,2,0.08,0.008,0.005,0.042,0,0,0,0,0,0,0,0,0.027,0.023,0.297,0.067,0,9,9,9,8.6,0,0,11.5,0,0.02,0,0.1,33,26,9,0.18,0.12,0.002,0.2,176,263,0,0,0,0,0,0,0,0,0,0.008,0.001,0,0.004,0,0,0.009,0.032,0,0,0,0,0,93,"Vegetables"
"3959",75234020,"Turnip, cooked, NS as to form, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",41,1.49,4.21,2.27,1.9,2.35,1.067,0.61,0.484,4,21,22,0,10,0,0,0,0.034,0.028,0.541,0.109,0,8,8,8,8.8,0,0,3.8,0,0.31,0,1.4,32,26,14,0.95,0.2,0.061,0.6,176,294,0,0,0,0.057,0.035,0.021,0.045,0.048,0.132,0.477,0.233,0.018,0.586,0.004,0,0.352,0.128,0,0,0,0,0,91,"Vegetables"
"3960",75234021,"Turnip, cooked, from fresh, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",40,0.7,4.89,2.88,1.9,2.2,1.05,0.6,0.404,4,21,22,0,10,0,0,0,0.026,0.023,0.289,0.109,0,9,9,9,8.8,0,0,11.2,0,0.31,0,1.4,33,26,9,0.18,0.12,0.002,0.2,172,274,0,0,0,0.057,0.035,0.021,0.045,0.048,0.132,0.463,0.232,0.017,0.577,0.004,0,0.334,0.068,0,0,0,0,0,91,"Vegetables"
"3961",75234022,"Turnip, cooked, from frozen, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",41,1.49,4.21,2.27,1.9,2.35,1.067,0.61,0.484,4,21,22,0,10,0,0,0,0.034,0.028,0.541,0.109,0,8,8,8,8.8,0,0,3.8,0,0.31,0,1.4,32,26,14,0.95,0.2,0.061,0.6,176,294,0,0,0,0.057,0.035,0.021,0.045,0.048,0.132,0.477,0.233,0.018,0.586,0.004,0,0.352,0.128,0,0,0,0,0,91,"Vegetables"
"3962",75234023,"Turnip, cooked, from canned, fat added in cooking, NS as to type of fat",6420,"Other vegetables and combinations",40,0.7,4.89,2.88,1.9,2.2,1.05,0.6,0.404,4,21,22,0,10,0,0,0,0.026,0.023,0.289,0.109,0,9,9,9,8.8,0,0,11.2,0,0.31,0,1.4,33,26,9,0.18,0.12,0.002,0.2,172,274,0,0,0,0.057,0.035,0.021,0.045,0.048,0.132,0.463,0.232,0.017,0.577,0.004,0,0.334,0.068,0,0,0,0,0,91,"Vegetables"
"3963",75234024,"Turnip, cooked, from canned, made with oil",6420,"Other vegetables and combinations",46,0.69,4.89,2.89,1.9,2.82,0.383,1.154,1.171,0,0,0,0,0,0,0,0,0.026,0.022,0.289,0.065,0,9,9,9,8.4,0,0,11.2,0,0.34,0,3.3,32,25,9,0.18,0.12,0.002,0.2,171,250,0,0,0,0,0,0,0,0,0,0.275,0.089,0.01,1.131,0.011,0,1,0.17,0,0,0,0,0,90.47,"Vegetables"
"3964",75234025,"Turnip, cooked, from canned, made with butter",6420,"Other vegetables and combinations",42,0.71,4.89,2.89,1.9,2.39,1.473,0.605,0.127,6,19,20,0,5,0,0,0,0.026,0.023,0.29,0.065,0,9,9,9,8.9,0,0,11.2,0,0.09,0,0.3,33,26,9,0.18,0.12,0.002,0.2,172,268,0,0,0,0.092,0.057,0.034,0.072,0.074,0.212,0.627,0.286,0.027,0.573,0.003,0,0.087,0.04,0,0,0,0,0,90.82,"Vegetables"
"3965",75234026,"Turnip, cooked, from canned, made with margarine",6420,"Other vegetables and combinations",37,0.69,4.91,2.89,1.9,1.8,0.356,0.562,0.803,0,22,24,0,18,0,0,0,0.026,0.023,0.289,0.173,0,9,9,9,8.7,0,0,11.2,0.1,0.63,0,3,33,26,9,0.18,0.12,0.002,0.2,172,269,0,0,0,0,0,0,0.002,0.006,0.005,0.191,0.138,0.002,0.553,0.006,0,0.692,0.109,0,0,0,0,0,91.42,"Vegetables"
"3966",75234027,"Turnip, cooked, from fresh, made with oil",6420,"Other vegetables and combinations",46,0.69,4.89,2.89,1.9,2.89,0.392,1.182,1.199,0,0,0,0,0,0,0,0,0.026,0.022,0.289,0.065,0,9,9,9,8.4,0,0,11.2,0,0.35,0,3.4,32,25,9,0.18,0.12,0.002,0.2,171,255,0,0,0,0,0,0,0,0,0,0.282,0.091,0.01,1.159,0.011,0,1.024,0.173,0,0,0,0,0,90.39,"Vegetables"
"3967",75234028,"Turnip, cooked, from fresh, made with butter",6420,"Other vegetables and combinations",42,0.71,4.88,2.89,1.9,2.45,1.51,0.619,0.129,6,20,20,0,5,0,0,0,0.026,0.023,0.29,0.065,0,9,9,9,8.9,0,0,11.2,0,0.09,0,0.3,33,26,9,0.18,0.12,0.002,0.2,171,274,0,0,0,0.094,0.059,0.035,0.074,0.076,0.217,0.642,0.293,0.028,0.588,0.003,0,0.088,0.04,0,0,0,0,0,90.75,"Vegetables"
"3968",75234029,"Turnip, cooked, from fresh, made with margarine",6420,"Other vegetables and combinations",37,0.69,4.9,2.88,1.9,1.84,0.364,0.575,0.821,0,23,24,0,18,0,0,0,0.026,0.023,0.289,0.175,0,9,9,9,8.7,0,0,11.2,0.1,0.64,0,3.1,33,26,9,0.18,0.12,0.002,0.2,172,275,0,0,0,0,0,0,0.002,0.006,0.005,0.195,0.141,0.002,0.566,0.006,0,0.709,0.111,0,0,0,0,0,91.37,"Vegetables"
"3969",75234030,"Turnip, cooked, from frozen, made with oil",6420,"Other vegetables and combinations",47,1.48,4.2,2.27,1.9,2.98,0.399,1.164,1.251,0,0,0,0,0,0,0,0,0.034,0.027,0.541,0.065,0,8,8,8,8.4,0,0,3.8,0,0.34,0,3.3,31,25,14,0.95,0.19,0.061,0.6,176,269,0,0,0,0,0,0,0,0,0,0.29,0.09,0.011,1.14,0.011,0,1.018,0.23,0,0,0,0,0,90.47,"Vegetables"
"3970",75234031,"Turnip, cooked, from frozen, made with butter",6420,"Other vegetables and combinations",43,1.5,4.2,2.27,1.9,2.6,1.526,0.629,0.21,6,20,20,0,5,0,0,0,0.034,0.028,0.541,0.065,0,8,8,8,8.9,0,0,3.8,0,0.09,0,0.3,32,26,14,0.95,0.2,0.061,0.6,176,293,0,0,0,0.094,0.059,0.035,0.074,0.076,0.217,0.657,0.294,0.029,0.596,0.003,0,0.107,0.1,0,0,0,0,0,90.75,"Vegetables"
"3971",75234032,"Turnip, cooked, from frozen, made with margarine",6420,"Other vegetables and combinations",38,1.48,4.22,2.27,1.9,2,0.381,0.585,0.901,0,23,24,0,18,0,0,0,0.034,0.028,0.54,0.175,0,8,8,8,8.7,0,0,3.8,0.1,0.64,0,3.1,32,26,14,0.95,0.19,0.061,0.6,176,294,0,0,0,0,0,0,0.002,0.006,0.005,0.21,0.142,0.003,0.575,0.006,0,0.727,0.171,0,0,0,0,0,91.37,"Vegetables"
"3972",75234033,"Turnip, cooked, NS as to form, made with oil",6420,"Other vegetables and combinations",47,1.48,4.2,2.27,1.9,3.04,0.409,1.192,1.279,0,0,0,0,0,0,0,0,0.034,0.027,0.541,0.065,0,8,8,8,8.4,0,0,3.8,0,0.35,0,3.4,31,25,14,0.95,0.19,0.061,0.6,176,275,0,0,0,0,0,0,0,0,0,0.296,0.092,0.011,1.168,0.011,0,1.043,0.233,0,0,0,0,0,90.39,"Vegetables"
"3973",75234034,"Turnip, cooked, NS as to form, made with butter",6420,"Other vegetables and combinations",43,1.5,4.2,2.27,1.9,2.6,1.526,0.629,0.21,6,20,20,0,5,0,0,0,0.034,0.028,0.541,0.065,0,8,8,8,8.9,0,0,3.8,0,0.09,0,0.3,32,26,14,0.95,0.2,0.061,0.6,176,293,0,0,0,0.094,0.059,0.035,0.074,0.076,0.217,0.657,0.294,0.029,0.596,0.003,0,0.107,0.1,0,0,0,0,0,90.75,"Vegetables"
"3974",75234035,"Turnip, cooked, NS as to form, made with margarine",6420,"Other vegetables and combinations",38,1.48,4.22,2.27,1.9,2,0.381,0.585,0.901,0,23,24,0,18,0,0,0,0.034,0.028,0.54,0.175,0,8,8,8,8.7,0,0,3.8,0.1,0.64,0,3.1,32,26,14,0.95,0.19,0.061,0.6,176,294,0,0,0,0,0,0,0.002,0.006,0.005,0.21,0.142,0.003,0.575,0.006,0,0.727,0.171,0,0,0,0,0,91.37,"Vegetables"
"3975",75235000,"Water chestnut",6418,"Other starchy vegetables",78,1.38,19.22,3.84,3.9,0.09,0.025,0.002,0.041,0,0,0,0,0,0,0,0,0.017,0.038,0.562,0.248,0,9,9,9,28.9,0,0,2,0,0.78,0,0.3,6,30,8,1.36,0.59,0.156,1.1,184,12,0,0,0,0,0,0,0.002,0.003,0.002,0.016,0.003,0.002,0.002,0,0,0.03,0.009,0,0,0,0,0,78.78,"Vegetables"
"3976",75235750,"Winter melon, cooked",6420,"Other vegetables and combinations",14,0.4,3.02,1.17,1,0.2,0.016,0.037,0.088,0,0,0,0,0,0,0,196,0.034,0.001,0.382,0.032,0,4,4,4,4.9,0,0,10.4,0,0.08,0,2.8,18,17,10,0.38,0.59,0.022,0.2,5,327,0,0,0,0,0,0,0,0,0,0.011,0.005,0,0.037,0,0,0.088,0,0,0,0,0,0,95.52,"Vegetables"
"3977",75301100,"Beans, lima and corn, cooked, NS as to fat added in cooking",6418,"Other starchy vegetables",107,4.18,19.31,2.14,4,2.81,1.12,0.715,0.747,3,19,30,9,88,59,0,331,0.072,0.067,1.264,0.132,0,32,32,32,28.6,0,0,5.7,0,0.44,0,3.8,15,68,22,0.86,0.44,0.058,0.6,257,282,0,0,0,0.052,0.032,0.019,0.042,0.044,0.123,0.565,0.227,0.016,0.695,0.004,0,0.649,0.099,0,0,0,0,0,72.35,"Vegetables"
"3978",75301110,"Beans, lima and corn, cooked, fat not added in cooking",6418,"Other starchy vegetables",92,4.28,19.83,2.2,4.1,0.88,0.165,0.172,0.425,0,0,10,9,82,61,0,340,0.074,0.068,1.298,0.094,0,33,33,33,28.9,0,0,5.9,0,0.18,0,2.7,15,70,23,0.89,0.45,0.06,0.6,263,271,0,0,0,0,0,0,0,0,0.001,0.15,0.015,0,0.172,0,0,0.359,0.067,0,0,0,0,0,73.67,"Vegetables"
"3979",75301120,"Beans, lima and corn, cooked, fat added in cooking, NS as to type of fat",6418,"Other starchy vegetables",107,4.18,19.31,2.14,4,2.81,1.12,0.715,0.747,3,19,30,9,88,59,0,331,0.072,0.067,1.264,0.132,0,32,32,32,28.6,0,0,5.7,0,0.44,0,3.8,15,68,22,0.86,0.44,0.058,0.6,257,282,0,0,0,0.052,0.032,0.019,0.042,0.044,0.123,0.565,0.227,0.016,0.695,0.004,0,0.649,0.099,0,0,0,0,0,72.35,"Vegetables"
